Obs_No,AR #,Obs_Year,Year Live,DaysSinceLive,Reported Number of Employees,EE Year Count,ARR Year Growth,ARR Start,ARR_EndOfYear,BumpOut75K,growth_percent,Product 1,Product 2 ,Product 3,Product 4,Product 5,Product 6,Product 7,Product 8,Product 9,Product 10,Product 11,Product 12,Product 13,Product 14,Product 15,Product 16,Product 17,Product 18,Total Product Count,Industry: Agriculture and Natural Resources,Industry: Construction,Industry: Education,Industry: Finance and Insurance,Industry: Healthcare,Industry: Manufacturing,"Industry: Non-Profits, Membership and Human Services",Industry: Public Sector,Industry: Real Estate,Industry: Restaurants and Hospitality,Industry: Retail,Industry: Sports &Entertainment,"Industry: Technology, Professional, and Business Services",Industry: Transportation and Warehousing ,Industry: Utilities and Mining ,Industry: Wholesale Trade,Category_Account Health,RefNo_Cumulative,Connections Attendance,Training Hours,Training Students,Percent of Book,ACT Score,BI Score,Ave P_Score,Model 
831,SIG1003,0,2014,704,437,379,2462,70642,73104,0,0.034851788,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1.722200516,87.079945,6.951083,78.9157524,1
832,SIG1003,1,2014,1069,437,390,8025,73104,81129,1,0.109775115,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1.712491793,89.876818,5.933783,90.52124983,1
833,SIS1001,0,2015,277,130,127,-144,44238,44094,0,-0.00325512,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,41,12,1.171300692,128.272346,4.559514,97.2439302,1
834,SIS1001,1,2015,642,130,129,-240,44094,43854,0,-0.005442917,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,41.5,13,1.193631787,127.588071,1.088233,104.863171,1
835,SIT1000,0,2016,172,221,160,18543,63311,81854,1,0.292887492,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.091756857,107.834841,1.393156,48.0947375,1
836,SKE1000,1,2017,179,147,136,300,40639,40939,0,0.007382071,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,34,7,1.244917424,103.973335,55.693628,101.3431,1
837,SKY1001,0,2009,2465,1413,1509,-2767,60324,57557,0,-0.045868974,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,162,26,4.865376964,93.661218,6.490645,69.790879,1
838,SKY1001,1,2009,2830,1413,1356,3825,57557,61382,0,0.066455861,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,172,33,4.594070553,68.750594,11.408737,40.394818,1
839,SKY1002,0,2014,724,117,248,-21202,50400,29198,0,-0.420674603,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,70,16,2.229047619,178.251484,9.504591,183.0216608,1
840,SKY1002,1,2014,1089,117,132,-202,29198,28996,0,-0.006918282,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,70,16,2.047920434,142.770976,111.393821,118.2139661,1
841,SMI1005,1,2016,263,250,240,5290,70198,75488,1,0.075358272,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1.323117634,113.39792,7.749878,62.89926733,1
842,SNO1000,0,2003,4861,1205,1091,57212,60830,118042,1,0.940522768,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,3.282125385,130.165267,6.574425,68.369846,1
843,SOL1004,1,2016,291,175,171,842,71964,72806,0,0.011700295,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.026513257,95.508993,152.414858,174.6537341,1
844,SON1002,0,2011,1998,770,299,27050,65167,92217,1,0.415087391,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1.541634442,40.888143,455.73785,108.6399529,1
845,SOU1011,0,2002,5071,412,395,-283,36735,36452,0,-0.007703825,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,40,4,1.967741935,9.036163,10.018803,9.527483,1
846,SOU1011,1,2002,5436,412,370,3450,36452,39902,0,0.094645013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,40,4,1.857490865,30.368201,8.134715,19.251458,1
847,SOU1012,0,1999,6118,510,780,197,38470,38667,0,0.005120873,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,107,12,3.892944039,164.470021,50.644796,147.343131,1
848,SOU1012,1,1999,6483,510,784,3315,38667,41982,0,0.08573202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,111,14,3.892944039,146.905537,4.653822,132.719365,1
849,SOU1025,0,2010,2068,274,252,7738,58121,65859,0,0.133136044,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,100,8,1.391779396,104.331865,24.288933,103.1278352,1
850,SOU1025,1,2010,2433,274,259,6400,65859,72259,0,0.097177303,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,109,12,1.309579991,100.382239,15.819266,95.72019317,1
851,SOU1041,1,2017,179,273,243,6895,56491,63386,0,0.122054841,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,14.34,10,1.755034412,91.219067,45.803275,77.61462371,1
852,SPA1000,0,2000,5958,163,168,750,25380,26130,0,0.029550827,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1.191489362,90.899736,27.762944,59.33134,1
853,SPA1000,1,2000,6323,163,141,780,26130,26910,0,0.029850746,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0.971297359,73.460121,16.69659,45.0783555,1
854,SPE1012,0,2013,969,206,222,2568,63120,65688,0,0.040684411,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,153,21,1.340019011,116.473448,14.723078,64.5486034,1
855,SPE1012,1,2013,1334,206,215,2336,65688,68024,0,0.035562051,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,153,21,1.247038256,108.950536,10.241773,91.610331,1
856,SPE1013,0,2015,294,131,143,1567,41456,43023,0,0.037799112,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,65.5,14,1.438415247,134.599278,65.236158,159.5370353,1
857,SPE1013,1,2015,659,131,138,-885,43023,42138,0,-0.020570393,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,67.5,16,1.376066183,136.361504,36.548374,176.2714275,1
858,STA1018,0,2016,176,204,164,4452,37872,42324,0,0.117553866,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,32.5,8,1.403041825,83.172936,111.331711,97.936223,1
859,STA1018,1,2016,541,204,181,3503,42324,45827,0,0.082766279,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,53.5,18,1.385596824,87.660967,124.585856,112.932786,1
860,STA1023,1,2016,292,224,210,1548,59604,61152,0,0.025971411,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,5.5,5,1.606603584,100.080755,142.874615,93.39143263,1
861,STC1000,0,1999,6318,576,611,2685,54957,57642,0,0.048856379,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,46,7,2.134614335,9.036163,1.67737,5.3567665,1
862,STC1000,1,1999,6683,576,584,2848,57642,60490,0,0.049408417,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50,8,1.945253319,30.368201,7.128566,18.7483835,1
863,STC1001,0,2010,2370,734,617,11461,28908,40369,0,0.396464646,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,18,4,4.162016836,90.325107,6.154129,37.36695475,1
864,STC1001,1,2010,2735,734,666,5589,40369,45958,0,0.138447819,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,25,6,3.415010669,93.390044,10.221092,105.228952,1
865,STE1015,0,2003,4866,815,829,1723,47071,48794,0,0.036604279,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,71,8,3.434300559,9.036163,13.942721,11.489442,1
866,STE1015,1,2003,5231,815,822,856,48794,49650,0,0.017543141,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,71,8,3.285056589,37.209023,22.853033,79.70659825,1
867,STE1021,0,2014,886,5,30,542,4548,5090,0,0.119173263,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,20,5,2.196569921,178.251484,1.044294,89.647889,1
868,STE1021,1,2014,1251,5,32,-12,5090,5078,0,-0.002357564,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,20,5,1.565299387,165.915168,15.12839,165.915168,1
869,STJ1000,0,2007,3467,612,569,1160,29770,30930,0,0.038965401,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,13,2,3.497706422,9.036163,1.044294,5.0402285,1
870,STJ1000,1,2007,3832,612,564,30248,30930,61178,0,0.97795021,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,13,2,3.336980306,104.089443,2.181986,72.96459767,1
871,STM1002,0,2009,2579,245,242,0,61593,61593,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.214066534,108.160134,5.562317,96.93503725,1
872,STM1002,1,2009,2944,245,245,5868,61593,67461,0,0.095270566,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.229116945,103.801246,6.96741,75.262896,1
873,STM1003,1,2017,179,187,233,-216,73860,73644,0,-0.002924452,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.84,2,1.059951259,143.483227,3.995124,88.25202267,1
874,STP1001,0,2013,1276,405,376,-1299,69756,68457,0,-0.018622054,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,67,22,1.665588616,113.282395,20.493917,104.9302118,1
875,STP1001,1,2013,1641,405,369,221,68457,68678,0,0.003228304,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,70.5,27,1.665588616,106.322595,23.509919,104.348289,1
876,STR1000,0,2002,4950,404,400,10634,42424,53058,0,0.250660004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,2.121440694,102.664595,98.756968,80.4046305,1
877,STR1000,1,2002,5315,404,422,28197,53058,81255,1,0.531437295,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,1.789553756,103.638582,295.587082,153.2295855,1
878,STR1005,0,2005,4197,570,608,10272,65495,75767,1,0.1568364,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,1.782378673,115.82057,7.095256,89.992333,1
879,STU1000,0,2001,5610,912,955,1327,60165,61492,0,0.022056013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,49,4,2.904761905,111.576791,59.514432,85.5456115,1
880,STU1000,1,2001,5975,912,930,1348,61492,62840,0,0.021921551,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,2,56,6,2.7676951,105.207235,68.956383,87.081809,1
881,SUB1001,1,2017,120,200,200,9696,63168,72864,0,0.153495441,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40,15,1.529255319,98.085514,24.078978,85.34080071,1
882,SUN1011,0,2015,269,199,195,820,51176,51996,0,0.016023136,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,146.25,34,1.463184725,96.02291,170.421756,105.6432895,1
883,SUN1011,1,2015,634,199,197,1494,51996,53490,0,0.028732979,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,163.17,43,1.454894576,91.163285,126.83082,104.2390867,1
884,SUN1012,1,2017,172,319,335,-3204,72714,69510,0,-0.044063042,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,24.5,12,1.658552686,115.071076,48.740756,83.8210112,1
885,SUN1013,1,2017,171,142,147,336,37740,38076,0,0.008903021,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1.402225755,116.957906,3.076103,91.98642167,1
886,SUS1003,0,2011,1969,269,219,6888,43228,50116,0,0.159341168,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,119.5,14,1.383074702,92.926825,45.484815,51.488412,1
887,SUS1003,1,2011,2334,269,233,4700,50116,54816,0,0.093782425,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,130.42,20,1.325036516,94.21115,16.810441,51.36849625,1
888,SVA1000,0,2015,366,290,278,1611,43558,45169,0,0.036985169,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,98.5,24,1.531764836,112.907074,125.300355,139.373806,1
889,SVA1000,1,2015,731,290,296,7687,45169,52856,0,0.17018309,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,99,25,1.572753115,111.988168,54.025206,126.0870773,1
890,SYN1004,0,2009,2579,429,161,54921,71154,126075,1,0.771861034,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0.862087866,53.351225,12.376364,41.63948343,1
891,SYN1006,0,2012,1459,656,387,13401,52384,65785,0,0.255822389,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,0,0,1.928191489,85.369789,5.141141,45.255465,1
892,SYN1006,1,2012,1824,656,486,33529,65785,99314,1,0.509675458,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,1.928191489,115.263154,3.256387,59.2597705,1
893,SYN1007,0,2014,844,249,221,8309,65101,73410,0,0.127632448,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,1.252649721,110.195917,43.957693,205.4056214,1
894,SYN1007,1,2014,1209,249,226,17488,73410,90898,1,0.238223675,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,1.136005126,110.993808,29.634141,111.2666503,1
895,TAN1000,0,2003,4906,823,744,1738,45292,47030,0,0.038373223,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,20,2,3.400311576,103.320336,1.044294,52.182315,1
896,TAN1000,1,2003,5271,823,764,2352,47030,49382,0,0.050010632,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,20,2,3.362676056,96.555042,1.088233,48.8216375,1
897,TAN1002,1,2017,172,244,247,-1380,74640,73260,0,-0.018488746,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,27.25,9,1.27073955,99.680401,443.141281,199.722489,1
898,TEA1002,0,2003,4810,432,433,1665,54933,56598,0,0.03030965,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,29,4,1.537050872,112.574834,1.044294,56.809564,1
899,TEA1002,1,2003,5175,432,424,2774,56598,59372,0,0.049012333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,29,4,1.460835199,101.356482,15.12839,101.356482,1
900,TEA1006,1,2008,3378,885,676,21384,73008,94392,1,0.292899408,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,1.666666667,63.699876,3.925242,33.812559,1
901,TEA1007,0,2015,269,270,266,39,57542,57581,0,0.000677766,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,99,16,1.886052719,102.88573,57.729318,152.5292826,1
902,TEA1007,1,2015,634,270,259,-3634,57581,53947,0,-0.063111096,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,105.25,22,1.835195065,98.19774,45.214835,135.1401806,1
903,TEC1005,1,2017,173,128,226,-16260,72870,56610,0,-0.223137093,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,21.92,6,1.339810622,165.915168,56.982879,148.5344074,1
904,TEX1008,0,2012,1641,252,261,3591,58568,62159,0,0.061313345,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,101,22,1.590909091,116.194887,15.446127,144.373238,1
905,TEX1008,1,2012,2006,252,276,-913,62159,61246,0,-0.014688138,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,105.75,26,1.585165737,115.351171,34.207708,153.2734648,1
906,THO1000,0,2001,5315,1200,200,1459,29716,31175,0,0.049098129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,40,4,1.312424283,9.036163,1.044294,5.0402285,1
907,THO1000,1,2001,5680,1200,185,1554,31175,32729,0,0.049847634,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,40,4,1.157162378,30.368201,1.088233,15.728217,1
908,THO1005,0,2003,4595,267,294,3060,51120,54180,0,0.059859155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,0,24,1,1.104225352,31.625907,455.73785,243.6818785,1
909,THO1005,1,2003,4960,267,274,3240,54180,57420,0,0.059800664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,0,24,1,0.970985604,30.368201,10.916436,20.6423185,1
910,THO1008,0,2009,2552,295,294,-2880,54360,51480,0,-0.052980132,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1.346688742,106.790212,1.363683,45.14785367,1
911,THO1008,1,2009,2917,295,281,5976,51480,57456,0,0.116083916,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,1.359149184,97.577476,1.857396,41.798022,1
912,THO1012,1,2016,185,347,341,3288,68208,71496,0,0.048205489,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,49,13,1.619809993,95.836702,273.911051,162.0275777,1
913,TIE1000,0,2009,2587,300,323,3360,72192,75552,1,0.046542553,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.953000332,104.210849,10.81346,57.5121545,1
914,TIF1000,1,2017,172,74,83,216,35148,35364,0,0.006145442,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,34.84,12,0.913878457,110.355556,18.194248,183.5204016,1
915,TIM1001,0,2004,4452,525,469,8393,68988,77381,1,0.121658839,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1.549997913,90.494748,32.369225,87.66530817,1
916,TIM1006,1,2016,305,376,365,757,69014,69771,0,0.010968789,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1.459708058,99.891241,1.86816,50.8797005,1
917,TIT1002,0,2014,553,280,298,2786,69480,72266,0,0.04009787,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.634110535,107.761734,7.004413,87.6911008,1
918,TIT1002,1,2014,918,280,310,4204,72266,76470,1,0.058173968,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1.6343695,112.682192,9.887233,58.4238188,1
919,TOP1000,0,2001,5610,297,303,3298,34578,37876,0,0.095378564,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,34.5,8,1.682439537,16.811175,9.616209,13.213692,1
920,TOP1000,1,2001,5975,297,315,356,37876,38232,0,0.009399092,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,34.5,8,1.596806387,30.368201,4.374256,17.3712285,1
921,TOU1000,0,2016,179,124,129,9040,58057,67097,0,0.155709045,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0.906554226,117.26396,104.241262,107.9594466,1
922,TOU1000,1,2016,544,124,132,7930,67097,75027,1,0.118187102,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0.80266123,143.753741,28.654477,100.6016674,1
923,TOW1003,0,2011,1921,168,164,5280,52800,58080,0,0.1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,256,35,1.071590909,107.00593,26.497393,77.3131875,1
924,TOW1003,1,2011,2286,168,172,5808,58080,63888,0,0.1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,256,35,1.021694215,105.330175,47.901309,119.317191,1
925,TRA1016,0,2010,2206,362,377,544,71032,71576,0,0.00765852,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7,2,0,0,1.655934384,88.249281,80.135996,57.64723625,1
926,TRA1016,1,2010,2571,362,381,4325,71576,75901,1,0.060425282,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7,1,0,0,1.724661128,94.768613,64.939524,57.49470475,1
